N,D,C,lr,gbsz,loss
301880320,200000000000.0,3.62256384e+20,0.00033238290257239545,64,2.303814149033858
301880320,200000000000.0,3.62256384e+20,0.0008731449233860398,128,2.2989150503129023
301880320,200000000000.0,3.62256384e+20,0.0011780440983501508,256,2.2940520293342552
301880320,200000000000.0,3.62256384e+20,0.0022850108882530515,512,2.2955762457493285
301880320,200000000000.0,3.62256384e+20,0.010180434789379866,1024,2.298727612272593
301880320,300000000000.0,5.43384576e+20,0.0006347814704697752,128,2.280487725802586
301880320,300000000000.0,5.43384576e+20,0.0010818132832093904,256,2.276478178672423
301880320,300000000000.0,5.43384576e+20,0.001995357580186468,512,2.277323413706869
301880320,300000000000.0,5.43384576e+20,0.008945240793690638,1024,2.278669839706521
588544000,6000000000.0,2.1187584e+19,0.0005692152213990189,32,2.485302965477888
588544000,6000000000.0,2.1187584e+19,0.0008761249407579001,64,2.47956061012808
588544000,6000000000.0,2.1187584e+19,0.0014933871590965973,128,2.482897878091707
588544000,12000000000.0,4.2375168e+19,0.00036009147684364193,32,2.4105565872057597
588544000,12000000000.0,4.2375168e+19,0.0006394926114851347,64,2.396467570442858
588544000,12000000000.0,4.2375168e+19,0.0010989473312012434,128,2.396408046758498
588544000,12000000000.0,4.2375168e+19,0.0015874982629126104,256,2.4096341721829284
588544000,20000000000.0,7.062528e+19,0.0007572588632839282,64,2.347391356615123
588544000,20000000000.0,7.062528e+19,0.0009027521545563682,128,2.3445599844729985
588544000,20000000000.0,7.062528e+19,0.0015881013079860182,256,2.3535660984408344
588544000,20000000000.0,7.062528e+19,0.0019372324951489191,512,2.3747149551557114
588544000,30000000000.0,1.0593792e+20,0.0005420472466460656,64,2.310179880978088
588544000,30000000000.0,1.0593792e+20,0.0008119364774613453,128,2.308153332762356
588544000,30000000000.0,1.0593792e+20,0.0014145791295899271,256,2.3146674995895435
