N,D,C,lr,gbsz,loss
301880320,120000000000.0,2.173538304e+20,0.001,197.93903569497033,2.3218051770445336
301880320,120000000000.0,2.173538304e+20,0.002,322.5680897038656,2.319696999886087
301880320,120000000000.0,2.173538304e+20,0.004,490.06706699100016,2.325650050138275
301880320,200000000000.0,3.62256384e+20,0.0005,158.3228071964893,2.298998774451406
301880320,200000000000.0,3.62256384e+20,0.001,258.9820388523021,2.294946284395571
301880320,200000000000.0,3.62256384e+20,0.002,373.3811266895157,2.292731858907334
301880320,200000000000.0,3.62256384e+20,0.004,577.1479032622987,2.297140192928137
301880320,300000000000.0,5.43384576e+20,0.0005,154.3047543296307,2.280544162629112
301880320,300000000000.0,5.43384576e+20,0.001,280.20374014199797,2.2775640361506566
301880320,300000000000.0,5.43384576e+20,0.002,423.81456064497144,2.276406115700982
301880320,300000000000.0,5.43384576e+20,0.004,815.9881778754308,2.2798622972498968
588544000,6000000000.0,2.1187584e+19,0.00025,37.48144964452847,2.4935756491054684
588544000,6000000000.0,2.1187584e+19,0.0005,47.55104681721874,2.4830326734651957
588544000,6000000000.0,2.1187584e+19,0.001,63.86391368952203,2.4798259078718474
588544000,6000000000.0,2.1187584e+19,0.002,,
588544000,6000000000.0,2.1187584e+19,0.004,,
588544000,12000000000.0,4.2375168e+19,0.00025,51.198441782811386,2.407031060864291
588544000,12000000000.0,4.2375168e+19,0.0005,76.68782107695318,2.3985341702008514
588544000,12000000000.0,4.2375168e+19,0.001,100.84526938585535,2.3975144875680066
588544000,12000000000.0,4.2375168e+19,0.002,130.1727748228134,2.3988131866438236
588544000,12000000000.0,4.2375168e+19,0.004,179.40471436404647,2.4141593673543467
588544000,20000000000.0,7.062528e+19,0.00025,0.9516951530106196,0.000722700122399024
588544000,20000000000.0,7.062528e+19,0.0005,95.80696103131274,2.3476292506274707
588544000,20000000000.0,7.062528e+19,0.001,112.71460762282896,2.345789172016225
588544000,20000000000.0,7.062528e+19,0.002,164.7447456577076,2.3488955411290906
588544000,20000000000.0,7.062528e+19,0.004,222.73370769385625,2.359685050071967
588544000,30000000000.0,1.0593792e+20,0.00025,,
